owner_id,redcap_repeat_instrument,redcap_repeat_instance,participant_info_ver,consent_form_ver,owner_instr_ver,intended_recipient,consent_read_info,consent_understand_invitation,consent_voluntary,consent_no_nonpublic,consent_confidentiality_limits,consent_withdrawal_deadline,consent_quote_process,consent_retention_reanalysis,consent_complaints,consent_acknowledgement,consent_items_complete,owner_consent,ack_pref,assignment_id,source_record_id,official_project_id,project_title,datasets_used,public_register_url,source_pop_ver,production_ver,taxonomy_ver,proposal_output_sha256,review_instr_ver,taxonomy_display_ver,prop_d01_label,prop_d01_def,po_d01_fit,po_d01_correct_explain,po_d01_vis,po_d01_vis_explain,prop_d02_label,prop_d02_def,po_d02_fit,po_d02_correct_explain,po_d02_vis,po_d02_vis_explain,prop_d03_label,prop_d03_def,po_d03_fit,po_d03_correct_explain,po_d03_vis,po_d03_vis_explain,prop_d04_label,prop_d04_def,po_d04_fit,po_d04_correct_explain,po_d04_vis,po_d04_vis_explain,prop_p01_label,prop_p01_def,po_p01_fit,po_p01_correct_explain,po_p01_vis,po_p01_vis_explain,prop_p02_label,prop_p02_def,po_p02_fit,po_p02_correct_explain,po_p02_vis,po_p02_vis_explain,prop_t01_label,prop_t01_def,prop_t01_status,po_t01_correct,po_t01_correct_explain,po_t01_vis,po_t01_vis_explain,prop_t02_label,prop_t02_def,prop_t02_status,po_t02_correct,po_t02_correct_explain,po_t02_vis,po_t02_vis_explain,po_sufficiency,po_suff_explain,po_taxonomy_fit,po_tax_explain,po_nonpublic,po_nonpublic_note,po_other_comment,owner_consent_complete,project_review_complete
OWNER_TEST_001,project_review,10,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_001_10,OWNER_TEST_SOURCE_010,OWNER_TEST_PROJECT_010,Synthetic project 010: neutral public-register rendering test,Synthetic dataset A010; Synthetic dataset B010,https://example.invalid/owner-test/010,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,ab383fbd5dcded4ea862bf60be3d2ec4906680755e21282d1d7db5d4e20f0d24,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Public Finance & Taxation,"Taxation, government revenue, public spending, fiscal transfers, tax reliefs and fiscal policy.",,,,,Data Infrastructure & Methodology,"Data or methodology as the primary research object, rather than tools used for another question.",,,,,,,,,,,,,,,,,Life-Course / Trajectory Analysis,"Following people, households, firms or cases over time to understand trajectories, transitions or cumulative outcomes.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",1,,,,,,,,,,,,,0
OWNER_TEST_001,project_review,11,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_001_11,OWNER_TEST_SOURCE_011,OWNER_TEST_PROJECT_011,Synthetic project 011: neutral public-register rendering test,Synthetic dataset A011; Synthetic dataset B011,https://example.invalid/owner-test/011,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,e71d83cc39bd86d3c030e29888f3a3417e81e242feba972ac335b43cfd5fab37,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Data Infrastructure & Methodology,"Data or methodology as the primary research object, rather than tools used for another question.",,,,,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,Education & Skills,"Education, learning, training, skills formation and transitions through education systems and into work.",,,,,,,,,,,Service Interaction / Systems Analysis,"How people, cases or organisations access, use, move through or are processed by public services.",,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,0
OWNER_TEST_001,project_review,12,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_001_12,OWNER_TEST_SOURCE_012,OWNER_TEST_PROJECT_012,Synthetic project 012: neutral public-register rendering test,Synthetic dataset A012; Synthetic dataset B012,https://example.invalid/owner-test/012,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,7e962bcd291c84e6d365f6b0bce5ee17ae1a5581a54a7fcff514c7cbb2a8133f,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Labour Market & Employment,"Work, employment, earnings, job quality, workforce dynamics, skills demand and labour-market transitions.",,,,,Education & Skills,"Education, learning, training, skills formation and transitions through education systems and into work.",,,,,Health & Social Care,"Health, illness, mental health, wellbeing, mortality as a health outcome, healthcare services and social care.",,,,,Crime & Justice,"Crime, victimisation, public safety, policing, courts, sentencing, prisons, probation and justice outcomes.",,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,0
OWNER_TEST_001,project_review,13,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_001_13,OWNER_TEST_SOURCE_013,OWNER_TEST_PROJECT_013,Synthetic project 013: neutral public-register rendering test,Synthetic dataset A013; Synthetic dataset B013,https://example.invalid/owner-test/013,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,1483fd601015074def4c3c4c99d495c20a0746bb2f853d1e4aadce01afe480f6,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Education & Skills,"Education, learning, training, skills formation and transitions through education systems and into work.",,,,,,,,,,,,,,,,,,,,,,,Risk Prediction / Early Identification,"Predicting risk or identifying at-risk people, groups or places for screening or early targeting.",,,,,Methodological / Infrastructure Research,"Developing, testing, validating or improving research methods, measures, linkage approaches, infrastructure or data assets.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",1,,,,,,,,,,,,,0
OWNER_TEST_001,project_review,14,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_001_14,OWNER_TEST_SOURCE_014,OWNER_TEST_PROJECT_014,Synthetic project 014: neutral public-register rendering test,Synthetic dataset A014; Synthetic dataset B014,https://example.invalid/owner-test/014,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,0edc93e4b752a3ba195bc429e5368a38c1c0e3bfd3ebdf12ca2982427f950d14,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Health & Social Care,"Health, illness, mental health, wellbeing, mortality as a health outcome, healthcare services and social care.",,,,,Crime & Justice,"Crime, victimisation, public safety, policing, courts, sentencing, prisons, probation and justice outcomes.",,,,,,,,,,,,,,,,,Methodological / Infrastructure Research,"Developing, testing, validating or improving research methods, measures, linkage approaches, infrastructure or data assets.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,0
OWNER_TEST_001,project_review,15,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_001_15,OWNER_TEST_SOURCE_015,OWNER_TEST_PROJECT_015,Synthetic project 015: neutral public-register rendering test,Synthetic dataset A015; Synthetic dataset B015,https://example.invalid/owner-test/015,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,25534c02e42b659a3eb7bd297ac0d617126a14ade69f17ba456b2746b714c295,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Crime & Justice,"Crime, victimisation, public safety, policing, courts, sentencing, prisons, probation and justice outcomes.",,,,,Business & Productivity,"Firms, business activity, innovation, productivity, entrepreneurship, trade, investment and business performance.",,,,,"Poverty, Wealth & Living Standards","Material resources, poverty, wealth, debt, benefits, deprivation, cost of living and household income.",,,,,,,,,,,Descriptive Monitoring,"Measuring and describing levels, distributions, patterns or trends across places, populations or time, without primarily testing an exposure–outcome relationship.",,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,0
OWNER_TEST_002,,,project-owner-information-v3,owner-consent-v3,owner-redcap-candidate-0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
OWNER_TEST_002,project_review,1,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_002_01,OWNER_TEST_SOURCE_016,OWNER_TEST_PROJECT_016,Synthetic project 016: neutral public-register rendering test,Synthetic dataset A016; Synthetic dataset B016,https://example.invalid/owner-test/016,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,09d1677b4116a825b47b249820416c82c63a50d88fea68f5cd40e70d1236bb64,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Business & Productivity,"Firms, business activity, innovation, productivity, entrepreneurship, trade, investment and business performance.",,,,,"Poverty, Wealth & Living Standards","Material resources, poverty, wealth, debt, benefits, deprivation, cost of living and household income.",,,,,Housing & Planning,"Housing, homelessness, tenure, residential conditions and mobility, neighbourhood change and planning systems.",,,,,Migration & Demographics,"Population structure and change, migration, fertility, ageing and mortality as a demographic outcome.",,,,,Outcome Tracking,"Linking a naturally occurring exposure, condition or event to a later outcome, where the exposure is not a deliberate policy or programme.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",1,,,,,,,,,,,,,0
OWNER_TEST_002,project_review,2,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_002_02,OWNER_TEST_SOURCE_017,OWNER_TEST_PROJECT_017,Synthetic project 017: neutral public-register rendering test,Synthetic dataset A017; Synthetic dataset B017,https://example.invalid/owner-test/017,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,dde2babf1451decd4fcaaf8dd711f03d84febbcbb96b952f93359a11b3ceb861,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,"Poverty, Wealth & Living Standards","Material resources, poverty, wealth, debt, benefits, deprivation, cost of living and household income.",,,,,,,,,,,,,,,,,,,,,,,Life-Course / Trajectory Analysis,"Following people, households, firms or cases over time to understand trajectories, transitions or cumulative outcomes.",,,,,Service Interaction / Systems Analysis,"How people, cases or organisations access, use, move through or are processed by public services.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,0,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,0
OWNER_TEST_002,project_review,3,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_002_03,OWNER_TEST_SOURCE_018,OWNER_TEST_PROJECT_018,Synthetic project 018: neutral public-register rendering test,Synthetic dataset A018; Synthetic dataset B018,https://example.invalid/owner-test/018,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,4c988dee5ec229cd526681d1bba5eebff60afc87183db1a5f8847dda24473a9b,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Housing & Planning,"Housing, homelessness, tenure, residential conditions and mobility, neighbourhood change and planning systems.",,,,,Migration & Demographics,"Population structure and change, migration, fertility, ageing and mortality as a demographic outcome.",,,,,,,,,,,,,,,,,Service Interaction / Systems Analysis,"How people, cases or organisations access, use, move through or are processed by public services.",,,,,,,,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",0,,,,,,,,,,,,,0
OWNER_TEST_002,project_review,4,,,,,,,,,,,,,,,,,,OWNER_TEST_ASSIGN_002_04,OWNER_TEST_SOURCE_019,OWNER_TEST_PROJECT_019,Synthetic project 019: neutral public-register rendering test,Synthetic dataset A019; Synthetic dataset B019,https://example.invalid/owner-test/019,20260601-cleaned-1308,dea-validation-production-20260702-fable5-dict-1.0-rc2,1.0-rc2,69bd46187dfcbc8a6b8c1f2c8770a28d36957df390ff0882864641b03fe62374,owner-redcap-candidate-0.4,project-owner-taxonomy-display-v1,Migration & Demographics,"Population structure and change, migration, fertility, ageing and mortality as a demographic outcome.",,,,,Environment & Agriculture,"Environment, climate, energy, agriculture, land use, pollution, decarbonisation and environmental impacts.",,,,,Public Finance & Taxation,"Taxation, government revenue, public spending, fiscal transfers, tax reliefs and fiscal policy.",,,,,,,,,,,Policy Evaluation / Impact Analysis,"Assessing the implementation, effects or consequences of a specific named policy, programme, regulation or intervention.",,,,,Risk Prediction / Early Identification,"Predicting risk or identifying at-risk people, groups or places for screening or early targeting.",,,,,Demographic disparities / equity tag,Comparisons across demographic or equality-relevant groups are central; socioeconomic inequality alone or routine subgroup breakdowns do not qualify.,1,,,,,COVID-19 & Pandemic,"COVID-19 or pandemic conditions are a central research focus or lens, not merely the period covered by the data.",1,,,,,,,,,,,,,0
OWNER_TEST_003,,,project-owner-information-v3,owner-consent-v3,owner-redcap-candidate-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
