deliverable_id,role,population,dimension,label,source_order,series,quantity,pair,source_file,source_table_id,source_section,source_row_key,source_column_locator,source_value_string,parsed_value,interval_lower_string,parsed_interval_lower,interval_upper_string,parsed_interval_upper,estimate_status,interval_status,original_status_string,interval_method,confidence_level,denominator_string,sample_size,denominator_unit,support_string,support_band,exported_caution,eligible_for_per_label_performance,eligible_for_macro_average,performance_metrics_reportable,unavailable_reason,presentation_note,derivation_id,derivation_operands,row_group,display_percent
Figure 3,plotted,baseline,Research Domains,Public Finance & Taxation,11,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T001,S5,Public Finance & Taxation,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,2,2,2,2,,,R,N,R/N,,,150 baseline records,150,baseline,2,RARE,False,False,False,,,x=human-majority-positive count; y=model-positive count,,,,
Figure 3,plotted,baseline,Research Domains,Unclear from Register Entry,12,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T001,S5,Unclear from Register Entry,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,13,13,1,1,,,R,N,R/N,,,150 baseline records,150,baseline,13,LOW SUPPORT,True,True,True,,,x=human-majority-positive count; y=model-positive count; non-substantive classification option,,,,
Figure 3,plotted,baseline,Analytical Purposes,Descriptive Monitoring,1,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T002,S5,Descriptive Monitoring,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,36,36,52,52,,,R,N,R/N,,,150 baseline records,150,baseline,36,STANDARD,False,True,True,,,x=human-majority-positive count; y=model-positive count,,,,
Figure 3,plotted,baseline,Analytical Purposes,Life-Course / Trajectory Analysis,2,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T002,S5,Life-Course / Trajectory Analysis,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,9,9,11,11,,,R,N,R/N,,,150 baseline records,150,baseline,9,RARE,False,False,False,,,x=human-majority-positive count; y=model-positive count,,,,
Figure 3,plotted,baseline,Analytical Purposes,Methodological / Infrastructure Research,3,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T002,S5,Methodological / Infrastructure Research,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,7,7,10,10,,,R,N,R/N,,,150 baseline records,150,baseline,7,RARE,False,False,False,,,x=human-majority-positive count; y=model-positive count,,,,
Figure 3,plotted,baseline,Analytical Purposes,Outcome Tracking,4,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T002,S5,Outcome Tracking,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,19,19,47,47,,,R,N,R/N,,,150 baseline records,150,baseline,19,LOW SUPPORT,True,True,True,,,x=human-majority-positive count; y=model-positive count,,,,
Figure 3,plotted,baseline,Analytical Purposes,Policy Evaluation / Impact Analysis,5,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T002,S5,Policy Evaluation / Impact Analysis,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,30,30,33,33,,,R,N,R/N,,,150 baseline records,150,baseline,30,STANDARD,False,True,True,,,x=human-majority-positive count; y=model-positive count,,,,
Figure 3,plotted,baseline,Analytical Purposes,Risk Prediction / Early Identification,6,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T002,S5,Risk Prediction / Early Identification,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,1,1,2,2,,,R,N,R/N,,,150 baseline records,150,baseline,1,RARE,False,False,False,,,x=human-majority-positive count; y=model-positive count,,,,
Figure 3,plotted,baseline,Analytical Purposes,Service Interaction / Systems Analysis,7,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T002,S5,Service Interaction / Systems Analysis,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,1,1,4,4,,,R,N,R/N,,,150 baseline records,150,baseline,1,RARE,False,False,False,,,x=human-majority-positive count; y=model-positive count,,,,
Figure 3,plotted,baseline,Analytical Purposes,Unclear from Register Entry,8,label counts,human/model positive counts,,analysis/scratch_coder_results/results.md,S5T002,S5,Unclear from Register Entry,S5T001/S5T002 baseline_human_majority_positive_n and baseline_model_positive_n; exact keyed check against S5T003/S5T004,26,26,1,1,,,R,N,R/N,,,150 baseline records,150,baseline,26,LOW SUPPORT,True,True,True,,,x=human-majority-positive count; y=model-positive count; non-substantive classification option,,,,
