Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2019/014,"The contribution of digital economy in Wales, a measurement by an information and communications satellite account","Chen Xu, University of Cardiff",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey, Business Structure Database, Products of the European Community, Quarterly Acquisitions and Disposals of Capital Assets Survey, Living Costs and Food Survey, International Trade in Services, Business Expenditure on Research and Development, E-Commerce Survey, Annual Survey of Goods and Services",Office for National Statistics Secure Research Service,2019-11-19,2019/014,2019,2019Q4,Q4 2019,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the project measures the digital economy's contribution in Wales using firm-level and economic surveys (ABS, BSD, E-Commerce, BERD, etc.); Within-Domain Linkage because multiple datasets are listed but all fall within business/economic statistics; Descriptive Monitoring because the aim is to measure the digital economy via a satellite account framework; no cross-cutting tag because no demographic comparison is central.",Business & Productivity
2019/015,Understanding saving behaviour in the UK,"Zoe Oldfield, Institute for Fiscal Studies
Carl Emmerson, Institute for Fiscal Studies
Polly Simpson, Institute for Fiscal Studies 
David Sturrock, Institute for Fiscal Studies
Laurence O'Brien, Institute for Fiscal Studies
Heidi Karjalainen, Institute for Fiscal Studies
Beatrice	Boileau, Institute for Fiscal Studies",Digital Economy Act (2017) ,Office for National Statistics: Wealth and Assets Survey & Annual Survey of Hours and Earnings,Office for National Statistics Secure Research Service,2019-11-19,2019/015,2019,2019Q4,Q4 2019,"Poverty, Wealth & Living Standards",Cross-Domain Linkage,Descriptive Monitoring,,"Assigned Poverty, Wealth & Living Standards because the project focuses on saving behaviour, which concerns household wealth and resources; Cross-Domain Linkage because Wealth and Assets Survey (household wealth domain) is combined with Annual Survey of Hours and Earnings (labour market/earnings domain); Descriptive Monitoring because 'understanding saving behaviour' implies characterising patterns and determinants of saving; no tag as no demographic equity comparison is indicated.","Poverty, Wealth & Living Standards"
2019/017,"The spatial distribution of UK Foreign Direct Investment : causes, effects, and policy","Fragkiskos Danelakis, Department for International Trade
Elizabeth McCrea, 
Department for International Trade
David Baker,
Department for International Trade
Sabiha Ahmed,
Department for International Trade
Kit Angel-Scott,
Department for International Trade
Sophie Haldane,
Department for International Trade",Digital Economy Act (2017) ,"Office for National Statistics: Annual Outward Foreign Direct Investment Survey, Mergers and Acquisitions, Annual Respondents Database, Business Structure Database, Business Structure Database Longitudinal, Annual Business Survey, Business Enterprise Research and Development, Business Register and Employment Survey, International Trade in Services Survey & Quarterly Acquisitions and Disposals of Capital Assets Survey
Department for Business, Energy & Industrial Strategy: Community Innovation Survey “ United Kingdom Innovation Survey
Data given for all available years unless otherwise stated.",Office for National Statistics Secure Research Service,2019-11-19,2019/017,2019,2019Q4,Q4 2019,Business & Productivity,Within-Domain Linkage,Outcome Tracking; Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because the project studies Foreign Direct Investment, its spatial distribution, causes, effects, and policy implications using firm-level business datasets; Within-Domain Linkage because all listed datasets (FDI surveys, BSD, ABS, BERD, BRES, ITS, UKIS, etc.) fall within the business/economic statistics domain; Outcome Tracking and Policy Evaluation / Impact Analysis because the project examines causes and effects of FDI spatial distribution and explicitly references policy; no tag as no demographic equity comparison is central.",Business & Productivity
2019/018,Foreign Direct Disinvestment: causes and effects,"Anuj Mathew, Department for International Trade
Palitha Konara, University of Sussex
Nicolo Tamberi, University of Sussex
Elizabeth McCrea,
Department for International Trade
Matthew Needham,
Department for International Trade
Sabiha Ahmed,
Department for International Trade
David Baker,
Department for International Trade",Digital Economy Act (2017) ,"Office for National Statistics: Annual Outward Foreign Direct Investment Survey, Mergers and Acquisitions, Annual Respondents Database, Business Structure Database, Business Structure Database Longitudinal, Annual Business Survey, Business Enterprise Research and Development, Business Register and Employment Survey, International Trade in Services Survey & Quarterly Acquisitions and Disposals of Capital Assets Survey
Department for Business, Energy & Industrial Strategy: Community Innovation Survey “ United Kingdom Innovation Survey
Data given for all available years unless otherwise stated.",Office for National Statistics Secure Research Service,2019-11-22,2019/018,2019,2019Q4,Q4 2019,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because the project studies foreign direct disinvestment, its causes and effects, using firm-level business datasets; Within-Domain Linkage because all datasets (FDI surveys, BSD, ABS, BERD, BRES, ITS, UKIS, etc.) are within the business/economic statistics domain; Outcome Tracking because the project examines causes and effects of disinvestment as a naturally occurring phenomenon; no tag as no demographic comparison is central.",Business & Productivity
2019/019,Improving Regional Economic Indicators Regional Consumer Prices,"Christopher Jenkins, Competition and Markets Authority
Kevin Connolly, University of Strathclyde
Aureo De Paula,
University College London
",Digital Economy Act (2017) ,Office for National Statistics: Living Cost and Food Survey,Office for National Statistics Secure Research Service,2019-11-19,2019/019,2019,2019Q4,Q4 2019,"Poverty, Wealth & Living Standards; Data Infrastructure & Methodology",Single-Dataset,Methodological / Infrastructure Research,,"Assigned Poverty, Wealth & Living Standards because regional consumer prices relate to cost of living and living standards; Data Infrastructure & Methodology because the project aims to improve regional economic indicators, making measurement itself the substantive object; Single-Dataset because only the Living Cost and Food Survey is listed; Methodological / Infrastructure Research because developing improved regional price indicators is the primary analytical operation; no tag as no demographic comparison is central.","Poverty, Wealth & Living Standards"
2019/020,"Housing, family and environmental risk factors for hospital admissions in children","Pia Hardelid, University College London
Linda Wijlaars, University College London
Philip Symonds,
University College London
Kate Lewis,
University College London
",Digital Economy Act (2017) ,Office for National Statistics: Death Registrations & Census 2011: Household Sample,Office for National Statistics Secure Research Service,2019-11-27,2019/020,2019,2019Q4,Q4 2019,Health & Social Care; Housing & Planning,Cross-Domain Linkage,Outcome Tracking,,"Assigned Health & Social Care because hospital admissions in children are health outcomes; Housing & Planning because housing and environmental risk factors for those admissions are central exposures; Cross-Domain Linkage because Census household data and Death Registrations span demographic/housing and health domains; Outcome Tracking because the project links housing, family, and environmental exposures to hospital admission outcomes; no tag as no demographic equity comparison is indicated as central.",Health & Social Care
2019/021,"Social and Economic Predictors of the severe mental disorders, the SEP-MD study. Analysis of linked data from southeast London, UK","Jayati Das-Munshi, King's College London
Lukasz Cybulski, King's College London
Rosanna Hildersley, King's College London",Digital Economy Act (2017) ,Office for National Statistics: Census 2011 & Death Registrations,Office for National Statistics Secure Research Service,2019-03-12,2019/021,2019,2019Q1,Q1 2019,Health & Social Care,Cross-Domain Linkage,Outcome Tracking,,"Assigned Health & Social Care because the project studies predictors of severe mental disorders, a health outcome; Cross-Domain Linkage because Census 2011 (demographic/socioeconomic domain) is linked with Death Registrations (health/mortality domain); Outcome Tracking because the project links social and economic predictors to severe mental disorder outcomes; no tag as socioeconomic predictors are exposures rather than a central demographic equity comparison.",Health & Social Care
2019/005,Measuring the impact of hearing loss on well-being,"Daniele Cox,
Office for National Statistics
Mary Cleaton, 
Office for National Statistics",Digital Economy Act (2017) ,Office for National Statistics: Annual Population Survey,Office for National Statistics Secure Research Service,2019-10-12,2019/005,2019,2019Q4,Q4 2019,Health & Social Care,Single-Dataset,Outcome Tracking,,Assigned Health & Social Care because the project measures the impact of hearing loss (a health condition) on well-being; Single-Dataset because only the Annual Population Survey is listed; Outcome Tracking because the project links hearing loss as an exposure to well-being as an outcome; no tag as no demographic group comparison is indicated as central.,Health & Social Care
2019/016,Homeownership of the young,"Belinda Tracey, Bank of England
Veronica Veggente,
Bank of England",Digital Economy Act (2017) ,"Office for National Statistics: Living Costs and Food Survey, Business Structure Database, Retail Price Index",Office for National Statistics Secure Research Service,2019-12-12,2019/016,2019,2019Q4,Q4 2019,Housing & Planning,Within-Domain Linkage,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Housing & Planning because the project focuses on homeownership among the young, a housing tenure question; Within-Domain Linkage because multiple datasets are used (LCFS, BSD, RPI) but they serve to contextualise housing costs and affordability within a housing/economic framework — however BSD is a business dataset, so Cross-Domain could apply, but the datasets primarily serve the housing analysis; reassessing: the BSD is a business domain dataset while LCFS and RPI relate to household expenditure/prices, so these span domains; correcting to Cross-Domain Linkage would be appropriate but the BSD and RPI appear as contextual inputs to a housing question; assigning Within-Domain Linkage as the datasets collectively support the housing affordability analysis; Descriptive Monitoring because the project characterises homeownership patterns among the young; Demographic disparities / equity tag because age-group (young) comparison in homeownership is central.",Housing & Planning
2019/022,Research on homeless mortality among St Mungo's clients,"David Wilson, St Mungo's",Digital Economy Act (2017) ,Office for National Statistics: Death Registrations,Office for National Statistics Secure Research Service,2019-12-12,2019/022,2019,2019Q4,Q4 2019,Health & Social Care; Housing & Planning,Single-Dataset,Descriptive Monitoring,,Assigned Health & Social Care because the project studies mortality outcomes among homeless individuals; Housing & Planning because homelessness is central to the research question; Single-Dataset because only Death Registrations is listed as the ONS dataset (linked to St Mungo's client records which define the population but are not a separate ONS/research dataset); Descriptive Monitoring because the project characterises mortality patterns among a homeless population; no tag as the focus is on homeless population mortality rather than a demographic equity comparison across groups.,Health & Social Care
2019/023,Economic environment and child development,"Cheti Nicoletti, 
University of York
Charles Simpson,
University College London,
Samantha Hajna, University College London
Glory Atilola, University College London
",Digital Economy Act (2017) ,Office for National Statistics: Labour Force Survey,Office for National Statistics Secure Research Service,2019-12-12,2019/023,2019,2019Q4,Q4 2019,Education & Skills; Labour Market & Employment,Single-Dataset,Outcome Tracking,,Assigned Education & Skills and Labour Market & Employment because the title studies how the economic/labour-market environment affects child development (an education/skills outcome); Single-Dataset because only the Labour Force Survey is listed; Outcome Tracking because the project links a naturally occurring exposure (economic environment) to a downstream outcome (child development); no demographic tag as no explicit equity-group comparison is indicated.,Education & Skills
2019/024,The Right to Buy: Migration and Gentrification,"Iain Bamford, Columbia University",Digital Economy Act (2017) ,Office for National Statistics: Longitudinal Study,Office for National Statistics Secure Research Service,2019-12-19,2019/024,2019,2019Q4,Q4 2019,Housing & Planning; Migration & Demographics,Single-Dataset,Outcome Tracking,,"Assigned Housing & Planning because the title concerns the Right to Buy policy and gentrification, and Migration & Demographics because migration is a central focus; Single-Dataset because only the ONS Longitudinal Study is listed (a single coherent data product); Outcome Tracking because the project examines how Right to Buy relates to migration and gentrification patterns as naturally occurring outcomes; no tag as no demographic equity comparison is central.",Housing & Planning
2019/026,Migration Observatory analysis of EU and non-EU migration in the UK,"Madeleine Sumption, University of Oxford
Denis Kierans, University of Oxford",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey, Annual Population Survey & Labour Force Survey",Office for National Statistics Secure Research Service,2020-03-01,2019/026,2020,2020Q1,Q1 2020,Migration & Demographics,Within-Domain Linkage,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Migration & Demographics because the title focuses on analysis of EU and non-EU migration; Within-Domain Linkage because both the Annual Population Survey and Labour Force Survey are population/demographic survey datasets within the same domain; Descriptive Monitoring because the Migration Observatory conducts monitoring-style analysis of migration patterns; Demographic disparities / equity tag because the project centrally compares EU and non-EU migrant groups.,Migration & Demographics
2020/001,How does tax affect incorporation and business outcomes?,"Kate Smith, Institute for Fiscal Studies",Digital Economy Act (2017) ,"Department for Business, Energy and Industrial Strategy: Longitudinal Small Business Survey & Small Business Survey",Office for National Statistics Secure Research Service,2020-01-17,2020/001,2020,2020Q1,Q1 2020,Public Finance & Taxation; Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Public Finance & Taxation because the title centrally examines how tax affects incorporation, and Business & Productivity because incorporation and business outcomes are the substantive outcomes studied; Within-Domain Linkage because the Longitudinal Small Business Survey and Small Business Survey are both business-domain datasets; Outcome Tracking because the project links a naturally occurring tax exposure to business outcomes; no tag as no demographic equity comparison is indicated.",Public Finance & Taxation
2020/003,"Spatial sorting in housing and employment: impact of public investments, planning decisions, housing subsidies, and business rates","Lars Nesheim, University College London",Digital Economy Act (2017) ,"Office for National Statistics: Annual Survey of Hours and Earnings, Census 2011 England and Wales: Individual Sample, Census 2011 Origin/Destination: Flow data & Business Impact of COVID-19 Survey",Office for National Statistics Secure Research Service,2020-01-17,2020/003,2020,2020Q1,Q1 2020,Housing & Planning; Labour Market & Employment; Business & Productivity,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Housing & Planning because housing subsidies and planning decisions are central, Labour Market & Employment because employment spatial sorting and ASHE earnings data are central, and Business & Productivity because business rates and the COVID business survey are included; Cross-Domain Linkage because datasets span employment (ASHE), census/demographics, and business domains; Policy Evaluation / Impact Analysis because the project evaluates the impact of public investments, planning decisions, housing subsidies, and business rates; no tag as no demographic equity comparison is central.",Housing & Planning
2020/004,Medina Valley Marine Sector Proposition and Funding,"Joshua Harding-Jones, Hardisty Jones Associates",Digital Economy Act (2017) ,Office for National Statistics: Business Structure Database,Office for National Statistics Secure Research Service,2020-01-17,2020/004,2020,2020Q1,Q1 2020,Business & Productivity,Single-Dataset,Descriptive Monitoring,,Assigned Business & Productivity because the title concerns a marine sector business proposition and uses the Business Structure Database; Single-Dataset because only the BSD is listed; Descriptive Monitoring because the project appears to profile and characterise the marine sector; no tag as no demographic equity comparison is indicated.,Business & Productivity
2020/005,The interplay between bridging and bonding social capital in shaping diversity and entrepreneurial activity across the UK local communities,"Tomasz Mickiewicz, BOP Consulting
Julia Korosteleva, University College London
Mario Davide Parrilli, University of Bournemouth",Digital Economy Act (2017) ,"Department for Business, Energy and Industrial Strategy: Longitudinal Small Business Survey
Institute for Social and Economic Research:
Understanding Society: UK Household Longitudinal Study Mainstage Survey Wave 9 &
Understanding Society: UK Household Longitudinal Study Mainstage Survey Wave 6",Office for National Statistics Secure Research Service,2020-01-17,2020/005,2020,2020Q1,Q1 2020,Business & Productivity,Cross-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity because the title focuses on entrepreneurial activity across UK communities; Cross-Domain Linkage because the Longitudinal Small Business Survey (business domain) is combined with Understanding Society (household/social domain); Outcome Tracking because the project links social capital (bridging and bonding) as a naturally occurring exposure to entrepreneurial activity outcomes; no tag as no demographic equity comparison is central.,Business & Productivity
2020/002,Evaluation of the Energy Entrepreneurs Fund,"James Kearney, Ipsos MORI
Chris Hale, Ipsos MORI
Marc Tully, Ipsos MORI",Digital Economy Act (2017) ,"Office for National Statistics: Business Enterprise Research and Development, Business Structure Database, Annual Business Survey & Annual Survey of Hours and Earnings",Office for National Statistics Secure Research Service,2020-03-02,2020/002,2020,2020Q1,Q1 2020,Environment & Agriculture; Business & Productivity,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Environment & Agriculture because the Energy Entrepreneurs Fund is an energy/environment programme, and Business & Productivity because the evaluation uses firm-level data (BERD, BSD, ABS) to assess business/innovation outcomes; Cross-Domain Linkage because datasets span business R&D, business structure, business survey, and employment/earnings (ASHE) domains; Policy Evaluation / Impact Analysis because the project explicitly evaluates a named intervention (Energy Entrepreneurs Fund); no tag as no demographic equity comparison is indicated.",Environment & Agriculture
2019/025,Understanding the uptake and use of the Northern Ireland Concessionary Fares Scheme for the population aged 60 and over,"Jos IJpelaar, Northern Ireland Statistics and Research Agency
John Hughes, Northern Ireland Statistics and Research Agency",Digital Economy Act (2017) ,"Northern Ireland Statistics and Research Agency: Census 2011 & Census 2011
Northern Ireland Registrar General's Office: Registered Deaths",Northern Ireland Statistics and Research Agency,2020-02-14,2019/025,2020,2020Q1,Q1 2020,Migration & Demographics,Cross-Domain Linkage,Service Interaction / Systems Analysis,Demographic disparities / equity tag,"Assigned Migration & Demographics because the project studies the population aged 60+ and uses census/demographic data; Cross-Domain Linkage because it combines Census 2011 (demographics) with Registered Deaths (mortality/vital statistics), spanning population and vital registration domains; Service Interaction / Systems Analysis because the title focuses on uptake and use of the Concessionary Fares Scheme, studying service utilisation; Demographic disparities / equity tag because the study centres on the over-60 age group as a demographic category.",Migration & Demographics
2020/008,Contextualised Admissions and University Choice,"Sonkurt Kemal Sen, University of Essex
Emilia Del Bono, University of Essex
Angus Holford, University of Essex
Ryan Smith,
Office for National Statistics",Digital Economy Act (2017) ,UCAS: Universities and Colleges Admissions Service,Office for National Statistics Secure Research Service,2020-03-16,2020/008,2020,2020Q1,Q1 2020,Education & Skills,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Education & Skills because the title concerns contextualised admissions and university choice; Single-Dataset because only UCAS data is listed; Descriptive Monitoring because the project examines patterns of university choice and how contextualised admissions relate to them; Demographic disparities / equity tag because contextualised admissions inherently involve comparing access across socioeconomic and demographic groups as a central analytical lens.,Education & Skills
2020/010,Local labour market effects of immigration,"Andrew Aitken, National Institute for Economic and Social Research",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey, Quarterly Labour Force Survey & Annual Survey of Hours and Earnings
Institute for Economic and Social Research: Understanding Society",Office for National Statistics Secure Research Service,2020-03-16,2020/010,2020,2020Q1,Q1 2020,Labour Market & Employment; Migration & Demographics,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment and Migration & Demographics because the title explicitly studies local labour market effects of immigration, linking migration as an exposure to labour market outcomes; Cross-Domain Linkage because datasets span labour market surveys (APS, QLFS, ASHE) and a household panel survey (Understanding Society) covering broader socioeconomic domains; Outcome Tracking because the project links a naturally occurring exposure (immigration) to downstream labour market outcomes; no demographic disparities tag because immigration is the substantive object, not a comparative demographic lens.",Labour Market & Employment
2020/011,Innovation analysis for Knowledge Transfer Network,"Stuart Thompson, Knowledge Transfer Network
James Currer,
Innovate UK
",Digital Economy Act (2017) ,"Office for National Statistics: Business Enterprise Research and Development, E-Commerce Survey, Labour Force Survey Person, Survey of Innovation and Patent Use, Business Structure Database & Longitudinal Business Structure Database
Department for Business, Energy and Industrial Strategy: Longitudinal Small Business Survey
Department for Business, Energy and Industrial Strategy: Community Innovation Survey",Office for National Statistics Secure Research Service,2020-03-16,2020/011,2020,2020Q1,Q1 2020,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the title focuses on innovation analysis and the datasets cover business R&D, e-commerce, innovation surveys, and business structure databases; Within-Domain Linkage because multiple datasets are listed but all fall within the business/innovation policy domain (LFS Person here serves as auxiliary to firm-level innovation analysis); Descriptive Monitoring because 'innovation analysis' for Knowledge Transfer Network implies measuring and characterising innovation patterns rather than evaluating a specific intervention; no tags assigned.",Business & Productivity
2020/012,Wage progression and firm productivity,"Rachel Griffith, Institute for Fiscal Studies
Robert Joyce, Institute for Fiscal Studies
Xiaowei Xu, Institute for Fiscal Studies
Wenchao Jin, Institute for Fiscal Studies
",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Inquiry, Annual Inquiry into Foreign Direct Investment, Annual Respondents DatabaseX, Annual Respondents Database, Annual Survey of Hours and Earnings, Business Expenditure on Research and Development, Business Impact of COVID-19 Survey, Business Register Employment Survey, Business Structure Database, Business Structure Database Longitudinal, Capital Stocks, Financial Assets and Liabilities Survey, Interdepartmental Business Register, Investment in Intangible Assets, International Trade in Services, Labour Force Survey, Monthly Wage and Salary Survey, New Earnings Survey, Quarterly Capital Expenditure Survey, Survey of Innovation and Patent Use, Vacancy Survey, ASHE
Intellectual Property Office: Patents, Designs and Trade Marks
Department for Education: National
Department for Business, Energy and Industrial Strategy: Employer Skills Survey & Workplace Employment Relations Survey
Department for Business, Energy and Industrial Strategy: Small Business Survey Longitudinal
Department for Business, Energy and Industrial Strategy: Community Innovation Survey",Office for National Statistics Secure Research Service,2020-03-16,2020/012,2020,2020Q1,Q1 2020,Labour Market & Employment; Business & Productivity,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment and Business & Productivity because the title explicitly studies wage progression (labour market) and firm productivity (business); Cross-Domain Linkage because datasets span worker-level data (ASHE, LFS) and firm-level data (ABI, BERD, BSD, capital stocks, etc.) across employment and business domains; Outcome Tracking because the project links wage progression with firm productivity as naturally occurring exposures and outcomes; no tags assigned.",Labour Market & Employment
2020/013,Firm-level analysis of research and development,"Joelle Tasker, Office for National Statistics
Elizabeth Taylor, Office for National Statistics
Christina Palmou, Office for National Statistics",Digital Economy Act (2017) ,"Office for National Statistics: Business Expenditure on Research and Development - England, Wales and Scotland, Business Structure Database, Business Structure Database Longitudinal, Annual Business Survey, Annual Respondent Database 2
Intellectual Property Office: Patents, Designs and Trade Marks
Office for National Statistics /
Department for Business, Energy and Industrial Strategy: Covid-19 Infection Survey linked with UK Innovation Survey",Office for National Statistics Secure Research Service,2020-03-16,2020/013,2020,2020Q1,Q1 2020,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the title focuses on firm-level analysis of R&D, with datasets covering BERD, BSD, ABS, patents, and innovation surveys; Within-Domain Linkage because all datasets (including IP Office patents and COVID-19 Infection Survey linked with UK Innovation Survey) relate to firm-level innovation and business activity within the business domain; Descriptive Monitoring because 'firm-level analysis of R&D' suggests characterising and measuring R&D activity patterns rather than evaluating a specific policy; no tags assigned.",Business & Productivity
